-7.435380393872037530e-05,-1.770331073203124106e-05,-2.061574195977300406e-04,4.415984165007103002e-07,-1.214916774188168347e-04,-9.223309461958706379e-05,-1.226789754582569003e-04,-5.670615064445883036e-05,-5.714961662306450307e-05,-2.419986994937062263e-04,-6.326434231596067548e-05,-1.179214450530707836e-04,-2.492760249879211187e-04,-2.838722721207886934e-04,-2.103975857608020306e-04,-3.271248424425721169e-04,-1.364093768643215299e-04,4.133716356591321528e-05,-1.855195296229794621e-04,-1.185376022476702929e-04,-9.510101517662405968e-05,-1.435954618500545621e-04,-1.506344415247440338e-04,-1.556612114654853940e-04,-1.697621337370947003e-04,-1.135202983277849853e-04,-2.098385302815586329e-04
2.553147496655583382e-04,6.067042704671621323e-05,1.319228758802637458e-04,9.821043931879103184e-05,1.220042395289056003e-04,-7.787369395373389125e-05,1.429197291145101190e-04,1.256295363418757915e-04,2.097256656270474195e-04,1.471763243898749352e-04,2.180365845561027527e-04,2.212619874626398087e-04,1.359223242616280913e-04,2.814468753058463335e-04,1.767647336237132549e-04,3.192353469785302877e-04,1.089131546905264258e-04,-6.379093247232958674e-05,7.962103700265288353e-05,-1.093104510800912976e-04,2.301702770637348294e-04,3.211518633179366589e-04,1.290118962060660124e-04,3.368771867826581001e-04,1.994297053897753358e-04,1.555446651764214039e-04,-7.701974391238763928e-05
5.313827423378825188e-04,1.814089191611856222e-04,1.870449050329625607e-04,1.615044457139447331e-04,2.660293248482048512e-04,3.210228460375219584e-04,1.645588345127180219e-04,1.933827443281188607e-04,1.586498256074264646e-04,2.822277310770004988e-04,1.944715331774204969e-04,3.307666338514536619e-04,1.041218201862648129e-04,2.747460675891488791e-04,1.949017023434862494e-04,3.166761889588087797e-04,2.174453256884589791e-04,8.552723011234775186e-05,3.100101894233375788e-04,7.536698103649541736e-05,2.723090583458542824e-04,4.740117583423852921e-04,3.678091161418706179e-04,3.672017483040690422e-04,3.451821685303002596e-04,2.787768316920846701e-04,-4.499066199059598148e-05
-2.739841293077915907e-04,-2.027682967309374362e-05,-1.603224372956901789e-04,-6.103937630541622639e-05,-6.329210009425878525e-05,4.316955710237380117e-06,-8.747869287617504597e-05,-1.106477284338325262e-04,-1.820231118472293019e-04,-1.454086159355938435e-04,-2.086817403323948383e-04,-2.208496443927288055e-04,-1.735611585900187492e-04,-2.399463555775582790e-04,-2.024380228249356151e-04,-3.482913307379931211e-04,-2.101488935295492411e-04,-6.534023850690573454e-05,-1.068709534592926502e-04,-2.613475044199731201e-05,-2.277589810546487570e-04,-3.177130420226603746e-04,-2.337246114620938897e-04,-3.283579135313630104e-04,-2.343810483580455184e-04,2.705520500967395492e-07,-8.724330109544098377e-05
-5.219319718889892101e-04,-9.542933548800647259e-05,-2.661941398400813341e-04,-2.385909028816968203e-04,-4.025248636025935411e-04,-2.809206489473581314e-04,-1.423071080353111029e-04,-1.977801875909790397e-04,-2.053411153610795736e-04,-2.722253557294607162e-04,-1.995135098695755005e-04,-3.889537474606186152e-04,-1.062111186911351979e-04,-2.317184407729655504e-04,-3.426752227824181318e-04,-3.732824698090553284e-04,-1.915264874696731567e-04,-1.790696260286495090e-04,-4.156525537837296724e-04,-1.501459919381886721e-04,-4.195969959255307913e-04,-5.775931058451533318e-04,-2.968967310152947903e-04,-5.018929368816316128e-04,-3.861973818857222795e-04,-3.858817799482494593e-04,-8.027160947676748037e-05
3.523710183799266815e-04,-1.439356492483057082e-05,2.964526647701859474e-04,1.063860254362225533e-04,1.135609345510601997e-04,-1.651418642723001540e-05,1.667064498178660870e-04,1.030765270115807652e-04,3.151026321575045586e-04,2.254176652058959007e-04,1.927702833199873567e-04,1.078628192772157490e-04,1.469303097110241652e-04,2.337882324354723096e-04,2.644866763148456812e-04,4.006139351986348629e-04,2.797591150738298893e-04,4.957243072567507625e-05,2.569862699601799250e-04,4.196536247036419809e-05,3.072415420319885015e-04,3.227916022296994925e-04,1.479420316172763705e-04,3.326786973048001528e-04,4.102761158719658852e-04,2.601649612188339233e-04,1.370074460282921791e-04
3.169148112647235394e-04,7.516855839639902115e-05,4.379834717838093638e-05,2.138624549843370914e-04,2.287237584823742509e-04,1.617449306650087237e-04,-3.613947046687826514e-05,1.092076126951724291e-05,2.010349635384045541e-05,1.080939910025335848e-04,9.605065133655443788e-05,2.204920601798221469e-04,-4.712282316177152097e-05,1.223603903781622648e-04,1.379438035655766726e-04,2.396608906565234065e-04,5.274859722703695297e-05,5.045434954809024930e-05,2.658524608705192804e-04,3.770579496631398797e-05,2.595281403046101332e-04,4.019305342808365822e-04,1.277625269722193480e-04,2.920011756941676140e-04,2.210442034993320704e-04,2.907432208303362131e-04,-1.672120270086452365e-04
3.204667300451546907e-04,5.584764585364609957e-05,2.023177949013188481e-04,1.964934926945716143e-04,1.310370134888216853e-04,-9.228877752320840955e-05,2.597393759060651064e-04,2.050353359663859010e-04,2.556722611188888550e-04,2.679938043002039194e-04,1.559767842991277575e-04,1.566883292980492115e-04,2.413739857729524374e-04,3.416857507545500994e-04,2.272260026074945927e-04,4.240222915541380644e-04,2.783380332402884960e-04,1.352831168333068490e-04,1.673497026786208153e-04,8.126177999656647444e-05,3.090928657911717892e-04,3.712633624672889709e-04,2.537375839892774820e-04,4.604592686519026756e-04,2.419440861558541656e-04,1.074258470907807350e-04,9.578718163538724184e-05
-5.746561801061034203e-04,-1.576040231157094240e-04,-2.078179823001846671e-04,-9.827912435866892338e-05,-1.915475440910086036e-04,-2.345915127079933882e-04,-7.630457548657432199e-05,-9.626694372855126858e-05,-2.726683742366731167e-04,-1.305467012571170926e-04,-1.209336915053427219e-04,-2.702575293369591236e-04,-5.198849976295605302e-05,-1.872416032711043954e-04,-1.617663947399705648e-04,-2.579075517132878304e-04,-9.201390639645978808e-05,-4.942479790770448744e-05,-2.468616294208914042e-04,-1.662509021116420627e-05,-2.993087109643965960e-04,-4.663928993977606297e-04,-2.212520339526236057e-04,-3.458623832557350397e-04,-2.485979057382792234e-04,-2.964157320093363523e-04,-5.481551124830730259e-05
3.567770181689411402e-04,4.062510197400115430e-05,1.046741890604607761e-04,1.493721647420898080e-04,1.800381869543343782e-04,2.367491106269881129e-04,4.987822467228397727e-05,-1.287538034375756979e-04,1.921832699736114591e-05,9.107573714572936296e-05,7.435985025949776173e-05,2.008526207646355033e-04,-8.151692600222304463e-05,5.257799057289958000e-05,1.746224152157083154e-04,1.438161998521536589e-04,1.928809433593414724e-05,4.509894552029436454e-06,1.455715537304058671e-04,3.346179437357932329e-05,1.467669062549248338e-04,3.422508598305284977e-04,9.025145118357613683e-05,2.564542228356003761e-04,2.466623845975846052e-04,2.707679814193397760e-04,-6.681759987259283662e-05
